fiscal_year,quarter,service_area,region,type_of_connection,value,unit,note
2023-24,Q1,Himachal Pradesh,Rural,Broadband,3.78,value in Millions,
2023-24,Q1,Himachal Pradesh,Urban,Broadband,2.39,value in Millions,
2023-24,Q1,Himachal Pradesh,Rural,Total,3.85,value in Millions,
2023-24,Q1,Himachal Pradesh,Urban,Total,2.46,value in Millions,
2023-24,Q1,Haryana,Rural,Narrowband,0.29,value in Millions,
2023-24,Q1,Haryana,Urban,Narrowband,1.79,value in Millions,
2023-24,Q1,Haryana,Rural,Broadband,8.32,value in Millions,
2023-24,Q1,Haryana,Urban,Broadband,17.65,value in Millions,
2023-24,Q1,Haryana,Rural,Total,8.62,value in Millions,
2023-24,Q1,Haryana,Urban,Total,19.44,value in Millions,
2023-24,Q1,Gujarat,Rural,Narrowband,0.41,value in Millions,
2023-24,Q1,Gujarat,Urban,Narrowband,0.67,value in Millions,
2023-24,Q1,Gujarat,Rural,Broadband,16.83,value in Millions,
2023-24,Q1,Gujarat,Urban,Broadband,34.83,value in Millions,
2023-24,Q1,Gujarat,Rural,Total,17.23,value in Millions,
2023-24,Q1,Gujarat,Urban,Total,35.49,value in Millions,
2023-24,Q1,Goa,Rural,Narrowband,0.05,value in Millions,
2023-24,Q1,Goa,Urban,Narrowband,0.05,value in Millions,
2023-24,Q1,Goa,Rural,Broadband,0.71,value in Millions,
2023-24,Q1,Goa,Urban,Broadband,1.43,value in Millions,
2023-24,Q1,Goa,Rural,Total,0.75,value in Millions,
2023-24,Q1,Goa,Urban,Total,1.48,value in Millions,
2023-24,Q1,Delhi,Rural,Narrowband,0.26,value in Millions,
2023-24,Q1,Delhi,Urban,Narrowband,1.73,value in Millions,
2023-24,Q1,Delhi,Rural,Broadband,0.52,value in Millions,
2023-24,Q1,Delhi,Urban,Broadband,25.33,value in Millions,
2023-24,Q1,Delhi,Rural,Total,0.78,value in Millions,
2023-24,Q1,Delhi,Urban,Total,27.06,value in Millions,
2023-24,Q1,Dadra and Nagar Haveli,Rural,Narrowband,0.01,value in Millions,
2023-24,Q1,Dadra and Nagar Haveli,Urban,Narrowband,0.02,value in Millions,
2023-24,Q1,Dadra and Nagar Haveli,Rural,Broadband,0.27,value in Millions,
2023-24,Q1,Dadra and Nagar Haveli,Urban,Broadband,0.46,value in Millions,
2023-24,Q1,Dadra and Nagar Haveli,Rural,Total,0.28,value in Millions,
2023-24,Q1,Dadra and Nagar Haveli,Urban,Total,0.48,value in Millions,
2023-24,Q1,Chhattisgarh,Rural,Narrowband,0.18,value in Millions,
2023-24,Q1,Chhattisgarh,Urban,Narrowband,0.14,value in Millions,
2023-24,Q1,Chhattisgarh,Rural,Broadband,7.5,value in Millions,
2023-24,Q1,Chhattisgarh,Urban,Broadband,8.02,value in Millions,
2023-24,Q1,Chhattisgarh,Rural,Total,7.67,value in Millions,
2023-24,Q1,Chhattisgarh,Urban,Total,8.15,value in Millions,
2023-24,Q1,Chandigarh,Rural,Narrowband,0.0,value in Millions,
2023-24,Q1,Chandigarh,Urban,Narrowband,0.03,value in Millions,
2023-24,Q1,Chandigarh,Rural,Broadband,0.04,value in Millions,
2023-24,Q1,Chandigarh,Urban,Broadband,1.25,value in Millions,
2023-24,Q1,Chandigarh,Rural,Total,0.05,value in Millions,
2023-24,Q1,Chandigarh,Urban,Total,1.27,value in Millions,
2023-24,Q1,Bihar,Rural,Narrowband,1.5,value in Millions,
2023-24,Q1,Bihar,Urban,Narrowband,0.4,value in Millions,
2023-24,Q1,Bihar,Rural,Broadband,31.79,value in Millions,
2023-24,Q1,Bihar,Urban,Broadband,15.57,value in Millions,
2023-24,Q1,Bihar,Rural,Total,33.29,value in Millions,
2023-24,Q1,Bihar,Urban,Total,15.97,value in Millions,
2023-24,Q1,Assam,Rural,Narrowband,0.28,value in Millions,
2023-24,Q1,Assam,Urban,Narrowband,0.12,value in Millions,
2023-24,Q1,Assam,Rural,Broadband,10.97,value in Millions,
2023-24,Q1,Assam,Urban,Broadband,6.56,value in Millions,
2023-24,Q1,Assam,Rural,Total,11.26,value in Millions,
2023-24,Q1,Assam,Urban,Total,6.68,value in Millions,
2023-24,Q1,Arunachal Pradesh,Rural,Narrowband,0.01,value in Millions,
2023-24,Q1,Arunachal Pradesh,Urban,Narrowband,0.01,value in Millions,
2023-24,Q1,Arunachal Pradesh,Rural,Broadband,0.45,value in Millions,
2023-24,Q1,Arunachal Pradesh,Urban,Broadband,0.31,value in Millions,
2023-24,Q1,Arunachal Pradesh,Rural,Total,0.46,value in Millions,
2023-24,Q1,Arunachal Pradesh,Urban,Total,0.32,value in Millions,
2023-24,Q1,Andhra Pradesh,Rural,Narrowband,0.7,value in Millions,
2023-24,Q1,Andhra Pradesh,Urban,Narrowband,0.68,value in Millions,
2023-24,Q1,Andhra Pradesh,Rural,Broadband,16.3,value in Millions,
2023-24,Q1,Andhra Pradesh,Urban,Broadband,15.78,value in Millions,
2023-24,Q1,Andhra Pradesh,Rural,Total,17.0,value in Millions,
2023-24,Q1,Andhra Pradesh,Urban,Total,16.45,value in Millions,
2023-24,Q1,Andaman and Nicobar Islands,Rural,Narrowband,0.0,value in Millions,
2023-24,Q1,Andaman and Nicobar Islands,Urban,Narrowband,0.0,value in Millions,
2023-24,Q1,Andaman and Nicobar Islands,Rural,Broadband,0.2,value in Millions,
2023-24,Q1,Andaman and Nicobar Islands,Urban,Broadband,0.21,value in Millions,
2023-24,Q1,Andaman and Nicobar Islands,Rural,Total,0.21,value in Millions,
2023-24,Q1,Andaman and Nicobar Islands,Urban,Total,0.21,value in Millions,
2022-23,Q4,West Bengal,Rural,Narrowband,1.04,value in Millions,
2022-23,Q4,West Bengal,Urban,Narrowband,0.79,value in Millions,
2022-23,Q4,West Bengal,Rural,Broadband,21.64,value in Millions,
2022-23,Q4,West Bengal,Urban,Broadband,35.68,value in Millions,
2022-23,Q4,West Bengal,Rural,Total,22.68,value in Millions,
2022-23,Q4,West Bengal,Urban,Total,36.47,value in Millions,
2022-23,Q4,Uttarakhand,Rural,Narrowband,0.08,value in Millions,
2022-23,Q4,Uttarakhand,Urban,Narrowband,0.1,value in Millions,
2022-23,Q4,Uttarakhand,Rural,Broadband,4.17,value in Millions,
2022-23,Q4,Uttarakhand,Urban,Broadband,4.72,value in Millions,
2022-23,Q4,Uttarakhand,Rural,Total,4.26,value in Millions,
2022-23,Q4,Uttarakhand,Urban,Total,4.83,value in Millions,
2022-23,Q4,Uttar Pradesh East and West,Rural,Narrowband,2.81,value in Millions,
2022-23,Q4,Uttar Pradesh East and West,Urban,Narrowband,1.27,value in Millions,
2022-23,Q4,Uttar Pradesh East and West,Rural,Broadband,51.36,value in Millions,
2022-23,Q4,Uttar Pradesh East and West,Urban,Broadband,54.27,value in Millions,
2022-23,Q4,Uttar Pradesh East and West,Rural,Total,54.16,value in Millions,
2022-23,Q4,Uttar Pradesh East and West,Urban,Total,55.54,value in Millions,
2022-23,Q4,Tripura,Rural,Narrowband,0.03,value in Millions,
2022-23,Q4,Tripura,Urban,Narrowband,0.03,value in Millions,
2022-23,Q4,Tripura,Rural,Broadband,0.95,value in Millions,
2022-23,Q4,Tripura,Urban,Broadband,1.02,value in Millions,
2022-23,Q4,Tripura,Rural,Total,0.98,value in Millions,
2022-23,Q4,Tripura,Urban,Total,1.05,value in Millions,
2022-23,Q4,Total,Rural,Narrowband,14.6,value in Millions,
2022-23,Q4,Total,Urban,Narrowband,20.09,value in Millions,
2022-23,Q4,Total,Rural,Broadband,343.4,value in Millions,
2022-23,Q4,Total,Urban,Broadband,503.17,value in Millions,
2022-23,Q4,Total,Rural,Total,357.99,value in Millions,
2022-23,Q4,Total,Urban,Total,523.26,value in Millions,
2022-23,Q4,Telangana,Rural,Narrowband,0.53,value in Millions,
2022-23,Q4,Telangana,Urban,Narrowband,0.61,value in Millions,
2022-23,Q4,Telangana,Rural,Broadband,11.62,value in Millions,
2022-23,Q4,Telangana,Urban,Broadband,20.33,value in Millions,
2022-23,Q4,Telangana,Rural,Total,12.15,value in Millions,
2022-23,Q4,Telangana,Urban,Total,20.95,value in Millions,
2022-23,Q4,Tamil Nadu,Rural,Narrowband,0.77,value in Millions,
2022-23,Q4,Tamil Nadu,Urban,Narrowband,1.34,value in Millions,
2022-23,Q4,Tamil Nadu,Rural,Broadband,15.27,value in Millions,
2022-23,Q4,Tamil Nadu,Urban,Broadband,40.18,value in Millions,
2022-23,Q4,Tamil Nadu,Rural,Total,16.04,value in Millions,
2022-23,Q4,Tamil Nadu,Urban,Total,41.52,value in Millions,
2022-23,Q4,Sikkim,Rural,Narrowband,0.01,value in Millions,
2022-23,Q4,Sikkim,Urban,Narrowband,0.0,value in Millions,
2022-23,Q4,Sikkim,Rural,Broadband,0.38,value in Millions,
2022-23,Q4,Sikkim,Urban,Broadband,0.39,value in Millions,
2022-23,Q4,Sikkim,Rural,Total,0.39,value in Millions,
2022-23,Q4,Sikkim,Urban,Total,0.39,value in Millions,
2022-23,Q4,Rajasthan,Rural,Narrowband,0.72,value in Millions,
2022-23,Q4,Rajasthan,Urban,Narrowband,0.72,value in Millions,
2022-23,Q4,Rajasthan,Rural,Broadband,21.47,value in Millions,
2022-23,Q4,Rajasthan,Urban,Broadband,23.98,value in Millions,
2022-23,Q4,Rajasthan,Rural,Total,22.19,value in Millions,
2022-23,Q4,Rajasthan,Urban,Total,24.7,value in Millions,
2022-23,Q4,Punjab,Rural,Narrowband,0.25,value in Millions,
2022-23,Q4,Punjab,Urban,Narrowband,0.44,value in Millions,
2022-23,Q4,Punjab,Rural,Broadband,8.8,value in Millions,
2022-23,Q4,Punjab,Urban,Broadband,16.98,value in Millions,
2022-23,Q4,Punjab,Rural,Total,9.04,value in Millions,
2022-23,Q4,Punjab,Urban,Total,17.42,value in Millions,
2022-23,Q4,Puducherry,Rural,Narrowband,0.01,value in Millions,
2022-23,Q4,Puducherry,Urban,Narrowband,0.01,value in Millions,
2022-23,Q4,Puducherry,Rural,Broadband,0.25,value in Millions,
2022-23,Q4,Puducherry,Urban,Broadband,0.44,value in Millions,
2022-23,Q4,Puducherry,Rural,Total,0.26,value in Millions,
2022-23,Q4,Puducherry,Urban,Total,0.45,value in Millions,
2022-23,Q4,Odisha,Rural,Narrowband,0.42,value in Millions,
2022-23,Q4,Odisha,Urban,Narrowband,0.15,value in Millions,
2022-23,Q4,Odisha,Rural,Broadband,14.37,value in Millions,
2022-23,Q4,Odisha,Urban,Broadband,7.65,value in Millions,
2022-23,Q4,Odisha,Rural,Total,14.79,value in Millions,
2022-23,Q4,Odisha,Urban,Total,7.79,value in Millions,
2022-23,Q4,Nagaland,Rural,Narrowband,0.02,value in Millions,
2022-23,Q4,Nagaland,Urban,Narrowband,0.01,value in Millions,
2022-23,Q4,Nagaland,Rural,Broadband,0.91,value in Millions,
2022-23,Q4,Nagaland,Urban,Broadband,0.64,value in Millions,
2022-23,Q4,Nagaland,Rural,Total,0.93,value in Millions,
2022-23,Q4,Nagaland,Urban,Total,0.65,value in Millions,
2022-23,Q4,Mizoram,Rural,Narrowband,0.01,value in Millions,
2022-23,Q4,Mizoram,Urban,Narrowband,0.01,value in Millions,
2022-23,Q4,Mizoram,Rural,Broadband,0.48,value in Millions,
2022-23,Q4,Mizoram,Urban,Broadband,0.66,value in Millions,
2022-23,Q4,Mizoram,Rural,Total,0.49,value in Millions,
2022-23,Q4,Mizoram,Urban,Total,0.67,value in Millions,
2022-23,Q4,Meghalaya,Rural,Narrowband,0.03,value in Millions,
2022-23,Q4,Meghalaya,Urban,Narrowband,0.01,value in Millions,
2022-23,Q4,Meghalaya,Rural,Broadband,1.19,value in Millions,
2022-23,Q4,Meghalaya,Urban,Broadband,0.69,value in Millions,
2022-23,Q4,Meghalaya,Rural,Total,1.22,value in Millions,
2022-23,Q4,Meghalaya,Urban,Total,0.71,value in Millions,
2022-23,Q4,Manipur,Rural,Narrowband,0.02,value in Millions,
2022-23,Q4,Manipur,Urban,Narrowband,0.02,value in Millions,
2022-23,Q4,Manipur,Rural,Broadband,0.88,value in Millions,
2022-23,Q4,Manipur,Urban,Broadband,1.25,value in Millions,
2022-23,Q4,Manipur,Rural,Total,0.91,value in Millions,
2022-23,Q4,Manipur,Urban,Total,1.27,value in Millions,
2022-23,Q4,Maharashtra,Rural,Narrowband,1.03,value in Millions,
2022-23,Q4,Maharashtra,Urban,Narrowband,2.01,value in Millions,
2022-23,Q4,Maharashtra,Rural,Broadband,30.62,value in Millions,
2022-23,Q4,Maharashtra,Urban,Broadband,69.46,value in Millions,
2022-23,Q4,Maharashtra,Rural,Total,31.64,value in Millions,
2022-23,Q4,Maharashtra,Urban,Total,71.47,value in Millions,
2022-23,Q4,Madhya Pradesh,Rural,Narrowband,0.69,value in Millions,
2022-23,Q4,Madhya Pradesh,Urban,Narrowband,0.52,value in Millions,
2022-23,Q4,Madhya Pradesh,Rural,Broadband,17.19,value in Millions,
2022-23,Q4,Madhya Pradesh,Urban,Broadband,26.16,value in Millions,
2022-23,Q4,Madhya Pradesh,Rural,Total,17.88,value in Millions,
2022-23,Q4,Madhya Pradesh,Urban,Total,26.67,value in Millions,
2022-23,Q4,Lakshadweep,Rural,Narrowband,0.03,value in Millions,
2022-23,Q4,Lakshadweep,Urban,Narrowband,0.0,value in Millions,
2022-23,Q4,Lakshadweep,Rural,Broadband,0.02,value in Millions,
2022-23,Q4,Lakshadweep,Urban,Broadband,0.0,value in Millions,
2022-23,Q4,Lakshadweep,Rural,Total,0.05,value in Millions,
2022-23,Q4,Lakshadweep,Urban,Total,0.0,value in Millions,
2022-23,Q4,Ladakh,Rural,Narrowband,0.0,value in Millions,
2022-23,Q4,Ladakh,Urban,Narrowband,0.0,value in Millions,
2022-23,Q4,Ladakh,Rural,Broadband,0.16,value in Millions,
2022-23,Q4,Ladakh,Urban,Broadband,0.02,value in Millions,
2022-23,Q4,Ladakh,Rural,Total,0.16,value in Millions,
2022-23,Q4,Ladakh,Urban,Total,0.03,value in Millions,
2022-23,Q4,Kerala,Rural,Narrowband,0.52,value in Millions,
2022-23,Q4,Kerala,Urban,Narrowband,0.48,value in Millions,
2022-23,Q4,Kerala,Rural,Broadband,14.51,value in Millions,
2022-23,Q4,Kerala,Urban,Broadband,16.34,value in Millions,
2022-23,Q4,Kerala,Rural,Total,15.03,value in Millions,
2022-23,Q4,Kerala,Urban,Total,16.82,value in Millions,
2022-23,Q4,Karnataka,Rural,Narrowband,1.38,value in Millions,
2022-23,Q4,Karnataka,Urban,Narrowband,2.46,value in Millions,
2022-23,Q4,Karnataka,Rural,Broadband,17.9,value in Millions,
2022-23,Q4,Karnataka,Urban,Broadband,31.3,value in Millions,
2022-23,Q4,Karnataka,Rural,Total,19.29,value in Millions,
2022-23,Q4,Karnataka,Urban,Total,33.76,value in Millions,
2022-23,Q4,Jharkhand,Rural,Narrowband,0.29,value in Millions,
2022-23,Q4,Jharkhand,Urban,Narrowband,0.2,value in Millions,
2022-23,Q4,Jharkhand,Rural,Broadband,9.54,value in Millions,
2022-23,Q4,Jharkhand,Urban,Broadband,7.88,value in Millions,
2022-23,Q4,Jharkhand,Rural,Total,9.84,value in Millions,
2022-23,Q4,Jharkhand,Urban,Total,8.08,value in Millions,
2022-23,Q4,Jammu and Kashmir,Rural,Narrowband,0.13,value in Millions,
2022-23,Q4,Jammu and Kashmir,Urban,Narrowband,0.08,value in Millions,
2022-23,Q4,Jammu and Kashmir,Rural,Broadband,4.08,value in Millions,
2022-23,Q4,Jammu and Kashmir,Urban,Broadband,5.01,value in Millions,
2022-23,Q4,Jammu and Kashmir,Rural,Total,4.21,value in Millions,
2022-23,Q4,Jammu and Kashmir,Urban,Total,5.09,value in Millions,
2022-23,Q4,Himachal Pradesh,Rural,Narrowband,0.08,value in Millions,
2022-23,Q4,Himachal Pradesh,Urban,Narrowband,0.07,value in Millions,
2022-23,Q4,Himachal Pradesh,Rural,Broadband,3.79,value in Millions,
2022-23,Q4,Himachal Pradesh,Urban,Broadband,2.35,value in Millions,
2022-23,Q4,Himachal Pradesh,Rural,Total,3.87,value in Millions,
2022-23,Q4,Himachal Pradesh,Urban,Total,2.42,value in Millions,
2022-23,Q4,Haryana,Rural,Narrowband,0.28,value in Millions,
2022-23,Q4,Haryana,Urban,Narrowband,0.51,value in Millions,
2022-23,Q4,Haryana,Rural,Broadband,8.24,value in Millions,
2022-23,Q4,Haryana,Urban,Broadband,13.24,value in Millions,
2022-23,Q4,Haryana,Rural,Total,8.53,value in Millions,
2022-23,Q4,Haryana,Urban,Total,13.75,value in Millions,
2022-23,Q4,Gujarat,Rural,Narrowband,0.4,value in Millions,
2022-23,Q4,Gujarat,Urban,Narrowband,0.68,value in Millions,
2022-23,Q4,Gujarat,Rural,Broadband,16.64,value in Millions,
2022-23,Q4,Gujarat,Urban,Broadband,34.82,value in Millions,
2022-23,Q4,Gujarat,Rural,Total,17.04,value in Millions,
2022-23,Q4,Gujarat,Urban,Total,35.5,value in Millions,
2022-23,Q4,Goa,Rural,Narrowband,0.04,value in Millions,
2022-23,Q4,Goa,Urban,Narrowband,0.05,value in Millions,
2022-23,Q4,Goa,Rural,Broadband,0.67,value in Millions,
2022-23,Q4,Goa,Urban,Broadband,1.41,value in Millions,
2022-23,Q4,Goa,Rural,Total,0.71,value in Millions,
2022-23,Q4,Goa,Urban,Total,1.46,value in Millions,
2022-23,Q4,Delhi,Rural,Narrowband,0.29,value in Millions,
2022-23,Q4,Delhi,Urban,Narrowband,6.14,value in Millions,
2022-23,Q4,Delhi,Rural,Broadband,0.49,value in Millions,
2022-23,Q4,Delhi,Urban,Broadband,38.98,value in Millions,
2022-23,Q4,Delhi,Rural,Total,0.77,value in Millions,
2022-23,Q4,Delhi,Urban,Total,45.12,value in Millions,
2022-23,Q4,Dadra and Nagar Haveli,Rural,Narrowband,0.0,value in Millions,
2022-23,Q4,Dadra and Nagar Haveli,Urban,Narrowband,0.01,value in Millions,
2022-23,Q4,Dadra and Nagar Haveli,Rural,Broadband,0.25,value in Millions,
2022-23,Q4,Dadra and Nagar Haveli,Urban,Broadband,0.37,value in Millions,
2022-23,Q4,Dadra and Nagar Haveli,Rural,Total,0.25,value in Millions,
2022-23,Q4,Dadra and Nagar Haveli,Urban,Total,0.38,value in Millions,
2022-23,Q4,Chhattisgarh,Rural,Narrowband,0.18,value in Millions,
2022-23,Q4,Chhattisgarh,Urban,Narrowband,0.15,value in Millions,
2022-23,Q4,Chhattisgarh,Rural,Broadband,7.31,value in Millions,
2022-23,Q4,Chhattisgarh,Urban,Broadband,8.12,value in Millions,
2022-23,Q4,Chhattisgarh,Rural,Total,7.48,value in Millions,
2022-23,Q4,Chhattisgarh,Urban,Total,8.27,value in Millions,
2022-23,Q4,Chandigarh,Rural,Narrowband,0.0,value in Millions,
2022-23,Q4,Chandigarh,Urban,Narrowband,0.01,value in Millions,
2022-23,Q4,Chandigarh,Rural,Broadband,0.04,value in Millions,
2022-23,Q4,Chandigarh,Urban,Broadband,0.84,value in Millions,
2022-23,Q4,Chandigarh,Rural,Total,0.04,value in Millions,
2022-23,Q4,Chandigarh,Urban,Total,0.85,value in Millions,
2022-23,Q4,Bihar,Rural,Narrowband,1.49,value in Millions,
2022-23,Q4,Bihar,Urban,Narrowband,0.37,value in Millions,
2022-23,Q4,Bihar,Rural,Broadband,30.78,value in Millions,
2022-23,Q4,Bihar,Urban,Broadband,15.23,value in Millions,
2022-23,Q4,Bihar,Rural,Total,32.27,value in Millions,
2022-23,Q4,Bihar,Urban,Total,15.6,value in Millions,
2022-23,Q4,Assam,Rural,Narrowband,0.32,value in Millions,
2022-23,Q4,Assam,Urban,Narrowband,0.13,value in Millions,
2022-23,Q4,Assam,Rural,Broadband,10.66,value in Millions,
2022-23,Q4,Assam,Urban,Broadband,6.48,value in Millions,
2022-23,Q4,Assam,Rural,Total,10.98,value in Millions,
2022-23,Q4,Assam,Urban,Total,6.61,value in Millions,
2022-23,Q4,Arunachal Pradesh,Rural,Narrowband,0.01,value in Millions,
2022-23,Q4,Arunachal Pradesh,Urban,Narrowband,0.01,value in Millions,
2022-23,Q4,Arunachal Pradesh,Rural,Broadband,0.44,value in Millions,
2022-23,Q4,Arunachal Pradesh,Urban,Broadband,0.31,value in Millions,
2022-23,Q4,Arunachal Pradesh,Rural,Total,0.46,value in Millions,
2022-23,Q4,Arunachal Pradesh,Urban,Total,0.32,value in Millions,
2022-23,Q4,Andhra Pradesh,Rural,Narrowband,0.69,value in Millions,
2022-23,Q4,Andhra Pradesh,Urban,Narrowband,0.68,value in Millions,
2022-23,Q4,Andhra Pradesh,Rural,Broadband,16.1,value in Millions,
2022-23,Q4,Andhra Pradesh,Urban,Broadband,15.72,value in Millions,
2022-23,Q4,Andhra Pradesh,Rural,Total,16.79,value in Millions,
2022-23,Q4,Andhra Pradesh,Urban,Total,16.39,value in Millions,
2022-23,Q4,Andaman and Nicobar Islands,Rural,Narrowband,0.0,value in Millions,
2022-23,Q4,Andaman and Nicobar Islands,Urban,Narrowband,0.0,value in Millions,
2022-23,Q4,Andaman and Nicobar Islands,Rural,Broadband,0.21,value in Millions,
2022-23,Q4,Andaman and Nicobar Islands,Urban,Broadband,0.24,value in Millions,
2022-23,Q4,Andaman and Nicobar Islands,Rural,Total,0.21,value in Millions,
2022-23,Q4,Andaman and Nicobar Islands,Urban,Total,0.25,value in Millions,
2022-23,Q3,West Bengal,Rural,Narrowband,1.08,value in Millions,
2022-23,Q3,West Bengal,Urban,Narrowband,0.81,value in Millions,
2022-23,Q3,West Bengal,Rural,Broadband,21.02,value in Millions,
2022-23,Q3,West Bengal,Urban,Broadband,35.23,value in Millions,
2022-23,Q3,West Bengal,Rural,Total,22.09,value in Millions,
2022-23,Q3,West Bengal,Urban,Total,36.04,value in Millions,
2022-23,Q3,Uttarakhand,Rural,Narrowband,0.08,value in Millions,
2022-23,Q3,Uttarakhand,Urban,Narrowband,0.11,value in Millions,
2022-23,Q3,Uttarakhand,Rural,Broadband,4.06,value in Millions,
2022-23,Q3,Uttarakhand,Urban,Broadband,4.64,value in Millions,
2022-23,Q3,Uttarakhand,Rural,Total,4.14,value in Millions,
2022-23,Q3,Uttarakhand,Urban,Total,4.74,value in Millions,
2022-23,Q3,Uttar Pradesh East and West,Rural,Narrowband,2.82,value in Millions,
2022-23,Q3,Uttar Pradesh East and West,Urban,Narrowband,1.3,value in Millions,
2022-23,Q3,Uttar Pradesh East and West,Rural,Broadband,49.93,value in Millions,
2022-23,Q3,Uttar Pradesh East and West,Urban,Broadband,53.63,value in Millions,
2022-23,Q3,Uttar Pradesh East and West,Rural,Total,52.75,value in Millions,
2022-23,Q3,Uttar Pradesh East and West,Urban,Total,54.93,value in Millions,
2022-23,Q3,Tripura,Rural,Narrowband,0.03,value in Millions,
2022-23,Q3,Tripura,Urban,Narrowband,0.03,value in Millions,
2022-23,Q3,Tripura,Rural,Broadband,0.92,value in Millions,
2022-23,Q3,Tripura,Urban,Broadband,0.98,value in Millions,
2022-23,Q3,Tripura,Rural,Total,0.96,value in Millions,
2022-23,Q3,Tripura,Urban,Total,1.01,value in Millions,
2022-23,Q3,Total,Rural,Narrowband,14.46,value in Millions,
2022-23,Q3,Total,Urban,Narrowband,19.23,value in Millions,
2022-23,Q3,Total,Rural,Broadband,335.06,value in Millions,
2022-23,Q3,Total,Urban,Broadband,497.14,value in Millions,
2022-23,Q3,Total,Rural,Total,349.53,value in Millions,
2022-23,Q3,Total,Urban,Total,516.37,value in Millions,
2022-23,Q3,Telangana,Rural,Narrowband,0.51,value in Millions,
2022-23,Q3,Telangana,Urban,Narrowband,0.52,value in Millions,
2022-23,Q3,Telangana,Rural,Broadband,11.16,value in Millions,
2022-23,Q3,Telangana,Urban,Broadband,19.92,value in Millions,
2022-23,Q3,Telangana,Rural,Total,11.67,value in Millions,
2022-23,Q3,Telangana,Urban,Total,20.44,value in Millions,
2022-23,Q3,Tamil Nadu,Rural,Narrowband,0.77,value in Millions,
2022-23,Q3,Tamil Nadu,Urban,Narrowband,1.33,value in Millions,
2022-23,Q3,Tamil Nadu,Rural,Broadband,15.13,value in Millions,
2022-23,Q3,Tamil Nadu,Urban,Broadband,40.01,value in Millions,
2022-23,Q3,Tamil Nadu,Rural,Total,15.9,value in Millions,
2022-23,Q3,Tamil Nadu,Urban,Total,41.35,value in Millions,
